@relation 'price'
@attribute y {-1,1}
@attribute x0 numeric
@attribute x1 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@data


-1,0,0,
-1,0,0,
-1,0,0,
-1,0,0,
-1,0,0,
-1,0,0,
-1,0,4,
-1,0,4,
-1,0,4,
-1,0,4,
1,0,4,
-1,0.118,4,
1,0.107,4,
-1,0.107,-4,
1,0.107,-4,
-1,0.107,-4,
-1,0.107,-4,
-1,0.147,-4,
1,-0.118,-4,
-1,-0.107,-4,
-1,-0.107,0,
-1,-0.107,0,
1,-0.107,0,
1,-0.107,0,
-1,-0.147,0,
1,0,0,
-1,0,0,
1,0,3,
1,0,3,
-1,0,3,
-1,0,3,
1,0,3,
-1,0,3,
1,0,3,
1,0,-3,
-1,0,-3,
1,0,-3,
1,0,-3,
-1,0,-3,
1,0,-3,
1,0,-3,
-1,0,4,
-1,0,4,
-1,0,4,
1,0,4,
-1,0,4,
-1,0,4,
-1,0,4,
1,0,-4,
-1,0,-4,
-1,0,-4,
-1,0,-4,
1,0,-4,
1,0,-4,
-1,0,-4,
-1,0,0,
1,0,0,
1,0,0,
-1,0,2,
-1,0,2,
1,0,2,
-1,0,2,
-1,0,2,
-1,0,2,
-1,0,2,
-1,0,-2,
1,0,-2,
1,0,-2,
-1,0,-2,
-1,0,-2,
1,0,-2,
-1,0,-2,
-1,0,0,
-1,0,0,
1,0,0,
1,0,0,
1,0,0,
-1,0,0,
-1,-0.083,4,
-1,-0.096,8,
-1,-0.096,8,
-1,-0.056,8,
-1,0.265,8,
-1,0.265,0,
-1,0.265,3,
-1,0.265,3,
-1,0.265,-5,
-1,0.186,-5,
-1,0.26,-5,
-1,-0.201,-5,
-1,-0.201,-1,
-1,-0.201,-7,
-1,-0.201,-7,
-1,-0.201,-3,
-1,-0.098,-3,
-1,-0.26,-3,
-1,-0.064,-3,
-1,-0.064,0,
-1,-0.064,3,
-1,-0.064,3,
-1,-0.064,7,
-1,-0.088,7,
-1,0,7,
1,0,7,
-1,0,1,
-1,0,1,
-1,0,1,
-1,0,-7,
1,0,-7,
-1,0,-7,
-1,0,-7,
1,0,-4,
1,0,-1,
-1,0,-1,
1,0,3,
-1,0,6,
1,0,6,
1,0,6,
1,0,6,
1,0,0,
1,0,0,
1,0,0,
1,0,-6,
1,0.16,-6,
-1,0.135,-6,
1,0.135,-6,
1,0.135,-3,
1,0.135,-3,
1,0.135,-3,
1,0.135,0,
1,-0.16,0,
1,-0.135,0,
-1,-0.135,4,
-1,-0.135,8,
1,-0.135,8,
-1,-0.049,10,
1,-0.049,10,
1,0.12,10,
1,0.15,10,
1,0.138,2,
1,0.132,-2,
1,0.132,2,
1,-0.038,4,
1,-0.038,4,
-1,0.039,4,
-1,-0.029,4,
-1,0.052,12,
-1,0.03,8,
1,0.03,0,
1,0.137,-6,
1,0.137,-6,
1,-0.159,-6,
1,0.081,-6,
-1,0.012,-14,
-1,0.167,-10,
-1,0,6,
-1,0,6,
-1,0,6,
-1,0.203,6,
-1,0.083,6,
-1,0.083,6,
-1,0.083,-6,
